gvkey,iid,gvkeyx,from,thru
295786,01W,150378,2014-09-22,
295786,01W,150928,2023-05-02,2024-01-01
295795,01W,150061,2011-05-31,2022-10-16
295806,01W,150270,2011-02-01,
295809,01W,151210,2011-09-01,
295824,01W,150007,2010-11-11,2016-09-02
295844,01W,150280,2010-11-15,
295866,01W,150039,2011-09-01,2017-09-17
295866,01W,150196,2015-09-01,2017-06-16
295866,01W,150196,2013-09-04,2014-08-29
295876,01W,150061,2011-05-31,2013-03-15
295905,01W,150072,2011-02-01,
295910,01W,150061,2011-05-31,
295917,01W,150376,2023-12-18,
295917,01W,150340,2024-06-24,
295951,01W,150033,2011-03-21,
295959,01W,150270,2011-02-01,2013-07-01
295966,01W,150267,2024-09-24,
296003,01W,150194,2017-03-23,
296008,01W,150061,2022-03-21,
296009,01W,150086,2010-12-03,2011-05-22
296027,01W,150061,2021-03-22,2022-03-20
296027,01W,150061,2018-03-19,2019-03-17
296066,01W,151337,2010-12-09,
296068,01W,150061,2013-03-18,2014-03-21
296070,01W,150270,2011-02-01,
296076,01W,150194,2011-01-31,2025-04-08
296091,01W,150267,2010-12-17,2022-09-18
296091,01W,150376,2011-06-20,
296091,01W,150928,2021-05-03,2021-10-31
296091,01W,150267,2023-09-20,2024-03-19
296091,01W,150267,2024-09-24,
296108,01W,150061,2011-02-01,
296246,01W,150072,2011-03-04,
296250,01W,150061,2011-05-31,2019-11-13
296254,01W,150061,2012-03-19,
296271,01W,150007,2011-06-20,2014-04-30
296278,01W,150061,2022-03-21,
296280,01W,150061,2012-03-19,
296288,01W,150069,2017-01-24,
296288,01W,150194,2011-01-31,2025-04-08
296288,01W,150192,2016-08-29,
296301,01W,150077,2021-05-06,2022-04-03
296312,01W,150072,2017-09-08,
296325,01W,150061,2012-03-19,2013-03-15
296332,01W,150270,2011-09-12,
296337,01W,150061,2021-03-22,
296338,01W,150061,2018-03-19,2019-03-18
296341,01W,150007,2012-10-22,
296343,01W,150061,2011-05-31,2017-03-19
296352,01W,150061,2015-03-23,2016-03-18
296352,01W,150061,2019-03-18,2020-06-21
296352,01W,150061,2024-03-18,2025-03-23
296363,01W,150061,2013-03-18,2014-03-21
296393,01W,150072,2011-03-04,2014-02-13
296398,01W,150270,2011-09-23,
296404,01W,150072,2012-01-02,2016-11-23
296407,01W,150270,2011-02-01,2014-09-30
296408,01W,150072,2014-06-17,
296412,01W,150072,2018-02-01,
296421,01W,150072,2018-08-13,
296427,02W,150270,2011-02-01,
296428,01W,150355,2012-06-14,2018-01-08
296431,01W,150039,2011-01-06,2011-09-01
296432,01W,150039,2011-01-06,2013-08-30
296446,01W,150072,2014-01-02,
296458,01W,150039,2010-12-24,2021-03-21
296458,01W,150196,2010-12-24,2013-09-03
296458,01W,150039,2022-09-19,
296458,01W,150196,2014-09-01,2015-08-31
296489,01W,150061,2020-06-22,2021-03-21
296489,01W,150061,2015-03-23,2016-03-18
296499,01W,150270,2011-02-01,
296506,01W,150270,2011-02-01,
296509,02W,150072,2018-12-10,
296513,90W,150061,2016-03-21,2019-03-18
296539,01W,150061,2018-03-19,2021-12-02
296539,01W,150061,2021-12-15,2023-03-19
296546,01W,150072,2014-12-01,
296577,01W,150262,2011-01-26,2013-06-21
296577,01W,150928,2011-01-26,2011-05-01
296577,01W,150021,2011-01-26,
296577,01W,150376,2011-01-26,2011-12-16
296577,01W,150378,2011-01-26,2011-12-16
296577,01W,150940,2011-01-26,2011-01-31
296577,01W,150171,2011-01-26,
296577,01W,150152,2017-03-20,2024-03-17
296578,01W,150061,2011-02-01,2014-03-21
296578,01W,150061,2022-03-21,2022-07-11
296578,01W,150061,2022-07-21,2024-03-17
296578,01W,150061,2025-03-24,
296578,08W,150061,2022-07-12,2022-07-20
296601,01W,150072,2013-01-02,
296603,01W,150061,2014-03-24,
296626,01W,150072,2018-09-13,2021-07-27
296626,01W,150072,2021-07-29,
296635,01W,150354,2016-03-21,2017-09-15
296652,01W,150061,2017-03-20,2019-09-16
296697,01W,150039,2016-06-27,2018-09-23
296697,01W,150039,2021-09-20,2024-03-18
296730,03W,150270,2010-11-03,2018-06-13
296738,01W,150086,2022-09-05,
296740,01W,151312,2011-06-20,
296793,01W,150061,2024-03-18,2025-03-23
296794,01W,150007,2011-06-20,2013-01-02
296870,01W,150270,2011-02-01,
296883,01W,150270,2011-03-28,2012-04-18
296883,01W,150270,2012-07-12,
296889,01W,150355,2012-06-14,
296897,01W,150061,2012-03-19,2015-03-20
296962,01W,150944,2024-12-23,
296962,01W,150944,2014-12-23,2016-09-16
296963,01W,150270,2011-03-08,
296969,01W,150355,2012-06-14,2024-06-12
297001,01W,150061,2025-03-24,
297007,01W,150194,2014-04-30,2025-01-30
297009,01W,150194,2011-04-28,2025-04-08
297010,01W,150072,2021-01-11,
297015,01W,150270,2011-09-12,2014-09-19
297075,01W,150194,2012-06-30,2025-01-30
297101,01W,150067,2013-04-03,2019-09-23
297103,01W,115114,2013-11-22,2017-06-05
297103,01W,150194,2018-09-27,
297109,01W,150072,2014-06-12,
297116,01W,115114,2014-06-30,2014-11-12
297116,01W,150194,2014-11-13,
297120,01W,150051,2022-06-13,
297126,01W,150270,2015-12-23,
297169,01W,150270,2011-02-21,
297185,01W,150007,2014-05-01,
297185,01W,150378,2015-06-22,
297185,01W,150356,2014-10-23,
297185,01W,153256,2014-10-23,
297185,01W,150376,2015-06-22,
297192,01W,150270,2011-04-08,
297207,01W,150355,2021-12-10,
297212,01W,150270,2010-02-11,
297222,01W,150007,2011-06-20,
297222,01W,153256,2013-03-19,2019-09-22
297222,01W,150356,2014-06-23,
297224,01W,150343,2011-04-11,
297233,01W,150928,2011-05-26,2014-10-31
297233,01W,150262,2011-05-26,2016-05-18
297233,01W,150376,2011-05-26,2016-06-06
297233,01W,150378,2011-05-26,2016-06-06
297239,01W,150007,2011-06-20,2015-12-29
297250,01W,150072,2012-06-01,
297257,01W,150376,2012-06-18,2013-12-20
297257,01W,150378,2012-06-18,2013-12-20
297257,01W,153256,2011-09-19,2013-11-26
297257,01W,150007,2011-06-20,
297257,01W,150356,2011-09-19,2013-11-26
297276,01W,150061,2012-03-19,2014-03-21
297276,01W,150061,2015-03-23,2020-06-21
297276,01W,150061,2022-03-21,
297292,01W,150072,2011-08-03,
297294,01W,150072,2015-05-21,
297302,01W,150067,2019-09-23,
297326,01W,150270,2011-04-28,
297331,02W,150270,2011-06-01,
297340,01W,150270,2011-05-03,
297346,01W,150072,2014-05-15,
297347,01W,150061,2021-03-22,2022-03-20
297352,01W,150061,2011-05-31,
297353,01W,150086,2017-12-29,
297359,01W,150270,2010-02-08,2012-07-11
297359,01W,150270,2014-12-22,
297366,01W,150270,2008-10-08,2015-03-31
297383,01W,150270,2011-09-12,2015-03-31
297383,01W,150270,2015-09-21,
297400,01W,150270,2008-10-08,2012-04-18
297400,01W,150270,2012-10-12,2014-03-31
297476,01W,150270,2011-05-10,2014-09-19
297476,01W,150270,2014-12-22,2015-06-19
297519,01W,150270,2013-10-01,2015-01-02
297742,01W,150270,2011-05-13,
297810,01W,150072,2012-09-03,
297821,01W,150280,2011-05-13,
297847,01W,150072,2011-09-20,
297853,01W,150072,2014-02-05,
297914,01W,150072,2013-08-14,
297921,01W,150061,2011-05-31,
297935,01W,150270,2011-06-01,2012-08-31
297944,01W,150270,2014-06-23,2018-06-13
297957,01W,150376,2011-12-19,2020-03-22
297957,01W,150378,2011-12-19,
297957,01W,151232,2011-10-10,2021-03-25
297957,01W,150034,2013-09-25,
297962,01W,150270,2010-09-21,
297971,01W,150061,2012-03-19,2017-10-10
298070,01W,150077,2013-04-30,2018-07-05
298070,01W,150194,2018-07-06,2025-01-30
298073,01W,150355,2013-06-14,
298080,01W,150007,2011-06-20,
298100,01W,150021,2011-06-14,2021-09-19
298139,01W,150376,2013-09-23,2015-06-19
298140,01W,150270,2011-06-20,2014-09-19
298143,01W,150061,2025-03-24,
298181,01W,150378,2011-07-05,
298181,01W,150376,2011-07-05,2018-06-15
298181,01W,150034,2014-07-01,
298181,01W,151232,2013-09-06,2018-12-25
298183,01W,150007,2011-06-20,
298197,01W,115114,2013-07-16,2019-06-14
298197,01W,160136,2019-08-30,2025-01-29
298197,01W,150077,2019-06-14,2019-08-30
298197,01W,150194,2019-08-30,2025-01-29
298202,01W,150194,2014-04-30,
298205,01W,150061,2020-06-22,2021-03-21
298205,01W,150061,2022-03-21,2023-03-19
298228,01W,150355,2018-06-15,2021-12-08
298233,01W,150086,2014-01-06,2023-04-27
298238,01W,150355,2013-06-14,
298239,01W,150270,2013-01-21,
298244,01W,150007,2011-07-05,
298250,01W,150270,2011-09-12,
298251,01W,150007,2011-07-05,2014-01-27
298251,02W,150007,2014-05-01,2016-12-15
298257,01W,150021,2012-06-22,2023-08-07
298266,01W,150270,2011-09-12,
298271,01W,150007,2011-07-12,
298279,01W,150376,2012-06-11,2015-03-20
298288,01W,150267,2011-07-08,2011-12-16
298299,01W,150072,2017-01-03,2022-12-05
298322,01W,150007,2011-07-15,
298326,01W,150270,2011-09-12,
298327,02W,150270,2011-09-12,
298333,01W,150270,2011-01-17,2014-12-19
298334,01W,150270,2016-06-20,
298334,01W,150270,2014-09-25,2016-03-18
298336,01W,150270,2015-03-23,
298337,01W,150270,2010-10-29,
298338,01W,150355,2019-06-14,2024-03-14
298345,01W,150270,2014-09-22,2015-12-01
298359,01W,150039,2021-03-22,
298359,01W,150039,2014-09-01,2020-09-20
298374,01W,150033,2022-11-16,2023-06-18
298415,01W,115114,2014-09-30,2022-04-03
298426,01W,150270,2015-07-21,
298430,01W,115114,2014-09-30,2022-04-03
298436,01W,150270,2012-10-05,2013-01-02
298436,01W,150270,2014-06-23,2015-06-19
298436,01W,150270,2015-12-21,
298437,01W,150270,2016-06-20,
298442,01W,150072,2011-11-23,
298456,01W,150270,2015-02-04,2016-02-04
298537,01W,150061,2012-03-19,
298542,01W,150270,2011-09-12,2015-06-30
298548,01W,150072,2013-08-27,
298552,01W,150270,2011-08-12,2014-09-30
298555,01W,150270,2014-10-17,
298635,01W,150270,2011-09-12,
298638,01W,150270,2013-06-21,
298644,01W,150194,2013-07-24,
298657,01W,150270,2014-06-03,2014-10-01
298657,01W,150270,2014-12-22,
298658,01W,150270,2011-09-12,2012-07-11
298659,01W,150061,2017-03-20,2021-01-19
298675,01W,150061,2012-03-19,
298686,01W,150072,2013-12-02,
298890,01W,150072,2011-10-13,
299291,01W,150061,2015-03-23,2016-03-18
299291,01W,150061,2022-03-21,2024-03-17
299487,01W,150072,2011-11-23,2018-09-11
300293,01W,150270,2011-09-14,
300688,01W,115114,2013-09-26,2015-01-05
300889,01W,150270,2011-10-07,
301187,01W,150194,2013-07-25,
301791,01W,150194,2012-06-30,
302788,01W,150072,2012-01-24,2020-11-08
303196,01W,150270,2011-10-13,
303199,01W,150270,2011-10-17,
303390,01W,150270,2012-10-29,
303689,01W,150061,2014-03-24,2015-03-20
304129,01W,150061,2022-03-21,
304289,01W,150072,2013-08-30,
304592,01W,115114,2014-01-09,2022-04-03
304593,01W,150072,2013-12-02,
304888,01W,150061,2022-03-21,2025-03-23
304988,01W,150194,2014-09-01,
304988,01W,160136,2014-09-01,
305088,01W,150061,2022-03-21,2023-03-19
305389,01W,115114,2014-08-29,2022-04-03
305391,01W,150072,2016-11-01,
305397,01W,150072,2012-01-24,2015-11-18
305397,01W,150072,2018-02-27,2018-07-10
305397,01W,150072,2018-09-13,
305587,01W,150194,2012-12-28,
305888,01W,150194,2013-10-28,2022-01-18
305889,01W,115114,2013-07-16,2022-04-03
306300,01W,151312,2012-12-25,
306389,01W,150376,2016-05-16,2022-03-20
306389,01W,150376,2013-03-18,2014-09-19
306398,90W,150061,2014-03-24,2016-03-18
307488,01W,150061,2021-03-22,
307488,01W,150061,2018-03-19,2019-03-17
307490,01W,150270,2014-06-23,
308087,01W,150072,2017-02-02,
308388,01W,150061,2011-11-21,
308388,02W,151312,2012-12-25,
308889,01W,150072,2014-02-05,2016-04-06
309394,01W,150061,2014-03-24,2015-03-20
309403,01W,115114,2013-07-16,2022-04-03
310188,01W,150355,2015-06-12,2021-06-09
310395,03W,150339,2012-06-07,2020-06-04
310589,01W,150194,2012-11-30,2025-01-30
310593,01W,150061,2014-03-24,2015-03-20
311187,01W,150021,2012-06-22,2015-12-25
311292,01W,150077,2014-01-30,2014-12-18
311292,01W,150194,2014-12-19,2025-01-30
311292,01W,160136,2014-12-19,2025-01-30
311301,01W,150039,2014-09-01,2019-03-19
311305,01W,150194,2012-06-30,
311305,01W,150192,2017-08-01,
311305,01W,150069,2020-10-29,
311306,01W,150194,2017-03-23,
311307,01W,150194,2014-04-30,
311309,01W,150194,2013-01-31,2025-01-30
311310,01W,150077,2012-01-31,2022-04-03
311311,01W,150194,2015-04-06,2025-01-30
311312,01W,115114,2013-07-16,2016-04-01
311319,01W,151312,2012-02-20,2019-05-01
311319,02W,150061,2012-03-19,2019-05-03
311320,01W,150072,2012-07-04,2022-04-07
311334,02W,150051,2022-09-05,
311355,01W,150061,2012-03-19,2016-03-18
311355,01W,150061,2018-03-19,
311356,01W,150007,2011-12-12,
311378,01W,150355,2013-06-14,
311401,01W,150270,2014-06-23,2016-04-29
311405,01W,150072,2013-07-02,
311419,02W,150022,2012-01-03,
311422,01W,150270,2014-10-23,
311449,01W,150270,2012-01-25,
311474,01W,150061,2021-03-22,
311478,01W,150270,2014-06-23,
311497,01W,150072,2013-02-01,
311522,01W,150061,2023-03-20,2025-03-23
311537,01W,150061,2015-03-23,2019-03-18
311617,01W,150072,2013-10-01,2020-02-06
311617,01W,150072,2020-04-09,2023-09-05
311654,01W,150072,2022-04-11,
311689,01W,150021,2012-06-22,2021-05-11
311699,01W,150021,2012-06-22,
311699,01W,150171,2015-06-22,2016-03-18
311701,01W,150072,2022-06-09,
311702,01W,150021,2012-06-22,
311711,01W,150376,2025-06-23,
311715,01W,115114,2013-07-16,2020-08-27
311750,01W,150355,2013-06-14,2018-01-08
311767,01W,150270,2012-02-10,
311789,01W,150072,2013-07-25,
311818,01W,150077,2014-07-08,2016-10-10
311818,01W,150194,2017-03-23,2025-01-30
311827,01W,150194,2012-12-28,
311861,01W,150077,2015-05-15,2016-06-23
311861,01W,115114,2013-07-16,2015-05-14
311861,01W,150194,2016-06-24,2025-01-30
311888,01W,150270,2012-03-19,2014-01-06
311888,01W,150270,2014-06-23,2015-09-18
311894,01W,150194,2013-09-27,
312008,01W,150280,2014-06-23,
312008,01W,150376,2022-03-21,
312008,01W,150376,2013-03-27,2019-09-22
312009,03W,150267,2021-10-14,
312009,03W,150267,2015-12-04,2017-06-17
312009,03W,150267,2019-12-23,2021-03-29
312009,03W,150376,2023-03-20,
312012,01W,150928,2012-11-07,2014-12-19
312012,01W,150262,2014-03-24,2014-11-07
312012,01W,150378,2013-09-23,2014-11-11
312012,01W,150376,2012-12-24,2014-11-11
312044,01W,150270,2012-04-03,
312053,01W,150061,2014-03-24,2016-03-18
312064,01W,151210,2016-03-21,
312075,02W,150194,2014-11-28,
312079,01W,150171,2021-03-22,2021-12-19
312079,01W,150021,2012-09-17,
312079,01W,150171,2015-09-21,2020-09-20
312098,01W,150376,2017-12-18,2020-03-22
312147,01W,150194,2012-12-28,
312148,05W,150086,2019-09-03,
312217,02W,150067,2022-09-19,2024-03-17
312231,04W,150061,2025-03-24,
312235,01W,150194,2014-09-11,2025-01-30
312305,01W,150021,2013-01-08,
312305,01W,150171,2023-06-19,
312311,01W,150194,2017-03-23,
312311,01W,150077,2014-12-30,2015-11-23
312329,01W,115114,2013-07-16,2022-04-03
312336,01W,115114,2012-04-27,2022-04-03
312337,01W,150194,2018-12-07,
312337,01W,115114,2013-07-16,2018-03-08
312337,01W,150077,2018-03-09,2018-12-07
312339,01W,150086,2021-01-01,2022-06-30
312340,01W,150072,2013-04-30,
312399,01W,150072,2014-05-06,2022-06-07
312416,01W,150196,2012-09-27,2014-08-29
312416,01W,150039,2012-09-04,2015-08-31
312416,01W,150039,2016-06-27,2020-04-26
312460,01W,150072,2014-06-24,
312463,01W,150376,2023-01-18,
312483,02W,150270,2012-05-14,
312603,01W,150270,2013-09-12,2014-03-31
312603,01W,150270,2014-09-22,2015-01-02
312603,01W,150270,2015-06-22,
312618,01W,115114,2014-08-29,2022-04-03
312632,01W,150007,2012-05-17,2016-02-18
312760,01W,151210,2014-09-22,2014-11-21
312766,01W,150270,2012-05-31,
312772,01W,150270,2012-05-31,2013-03-18
312772,01W,150270,2014-06-23,
312814,01W,150072,2014-04-25,
312825,01W,150061,2019-03-18,2024-03-17
312868,01W,150072,2012-08-01,
312871,01W,150376,2012-07-26,2013-09-20
312871,01W,150928,2012-11-02,2013-10-28
313005,01W,115114,2013-08-28,2022-04-03
313057,01W,150280,2014-09-22,2015-09-29
313064,01W,150033,2013-03-18,2015-06-19
313077,01W,150061,2013-03-18,2018-09-27
313077,01W,150061,2018-10-09,
313098,01W,150280,2014-09-22,
313100,01W,150007,2012-10-22,
313108,01W,150270,2012-05-29,
313187,01W,150007,2012-07-10,2015-08-18
313191,01W,150061,2016-03-21,2018-11-16
313266,01W,150270,2014-03-24,
313299,01W,150194,2016-03-01,2025-01-30
313302,01W,150039,2020-04-27,
313302,01W,150196,2024-09-23,
313311,01W,150039,2020-04-27,
313311,01W,150196,2023-09-18,
313319,01W,150194,2019-04-18,
313322,01W,150061,2015-03-23,2022-03-20
313322,01W,150061,2023-03-20,2024-03-17
313352,01W,150067,2012-09-24,2013-03-15
313352,01W,150033,2013-06-24,
313355,01W,150061,2020-06-22,2021-03-21
313355,01W,150061,2014-03-24,2016-03-18
313396,01W,150061,2013-03-18,2016-01-01
313402,01W,150194,2014-07-31,2020-08-11
313417,01W,150007,2012-10-22,2018-06-06
313427,01W,150270,2012-08-17,2015-03-31
313543,01W,150072,2014-11-03,
313551,01W,150061,2020-06-22,2021-03-21
313563,01W,150061,2025-03-24,
313566,01W,150072,2016-03-17,
313623,01W,150270,2016-06-20,
313623,01W,150270,2013-06-25,2013-07-01
313635,01W,150194,2013-09-25,2025-01-30
313669,01W,150270,2014-09-05,
313696,01W,115114,2013-07-16,2016-09-01
313696,01W,150194,2017-07-31,
313697,01W,150355,2014-10-14,
313776,01W,150194,2018-01-31,
313834,01W,150280,2014-09-22,
313850,01W,150033,2012-12-24,
313851,01W,150061,2014-03-24,2017-03-19
313859,01W,150355,2014-10-14,
313928,01W,150077,2012-11-30,2016-10-06
313928,01W,150194,2017-03-23,2025-01-30
313929,01W,150072,2013-11-01,
313930,01W,150194,2013-10-23,
313966,01W,150021,2014-09-22,
313972,01W,150007,2014-05-01,
313972,01W,150378,2014-09-30,
313972,01W,150376,2022-06-20,2023-09-17
313972,01W,150376,2013-03-18,2021-03-21
313972,01W,153432,2014-06-23,2024-01-23
313972,01W,150356,2014-06-23,
313975,01W,150270,2012-11-09,
314005,01W,150376,2022-12-01,2023-06-18
314029,01W,150072,2013-01-02,
314039,01W,150061,2015-03-23,2017-03-19
314039,01W,150061,2022-03-21,2024-03-17
314042,01W,115114,2013-07-16,2022-04-03
314043,01W,150194,2015-01-28,
314043,01W,150077,2014-09-30,2015-01-23
314047,01W,150007,2014-05-01,2016-09-14
314073,01W,150061,2016-03-21,2022-03-20
314074,01W,150072,2013-02-01,
314107,01W,160136,2014-08-15,2025-01-30
314107,01W,150194,2014-09-30,2025-01-30
314149,01W,150061,2012-11-26,
314199,01W,115114,2014-03-27,2014-12-09
314199,01W,150194,2015-07-17,
314199,01W,150077,2014-12-10,
314212,01W,115114,2014-01-22,2015-06-01
314212,01W,150077,2015-06-02,2015-09-16
314212,01W,150194,2015-09-17,2025-01-30
314214,02W,150339,2013-06-19,2020-03-05
314221,01W,150072,2014-07-07,
314282,01W,150072,2014-01-02,
314358,01W,150194,2014-03-31,2025-01-30
314360,01W,150194,2013-12-13,2025-01-30
314363,01W,150194,2014-09-30,
314404,01W,150270,2012-12-20,
314479,01W,150270,2012-12-27,
314499,01W,150061,2019-03-18,2020-06-21
314502,01W,150072,2014-05-02,
314524,01W,150194,2014-09-30,2018-07-02
314524,02W,150194,2018-07-02,2025-01-30
314525,01W,150194,2013-01-31,
314527,01W,150072,2014-01-02,
314533,01W,150194,2014-12-03,
314537,01W,150194,2014-04-30,2025-01-30
314538,01W,150194,2015-12-08,
314546,01W,150354,2012-12-24,2015-12-22
314561,01W,150072,2014-02-05,
314572,01W,150012,2015-12-21,2021-06-08
314572,01W,150012,2025-06-23,
314579,01W,150072,2014-04-01,
314580,01W,150072,2014-07-23,
314584,01W,150061,2024-03-18,2025-03-23
314624,01W,151312,2014-09-22,
314624,02W,150061,2013-03-18,2018-03-18
314629,01W,150022,2016-04-21,
314643,01W,150072,2013-04-30,
314650,01W,150061,2024-03-18,2025-03-23
314652,01W,150061,2022-03-21,2023-03-19
314709,01W,150061,2022-03-21,2023-03-19
314786,01W,150072,2013-02-28,2021-02-07
314787,01W,150376,2022-06-20,2024-12-22
314787,01W,150376,2013-12-23,2016-11-07
314787,01W,150928,2015-05-04,2016-04-29
314787,01W,150262,2014-03-24,2016-03-18
314787,01W,150928,2018-11-01,2019-05-01
314787,01W,150378,2014-09-22,
314787,01W,150928,2013-11-01,2014-10-31
314787,01W,150928,2022-11-01,2023-05-01
314874,01W,153256,2013-06-24,
314874,01W,150007,2014-05-01,
314874,01W,150378,2014-04-09,
314874,01W,150376,2014-04-09,
314874,01W,150356,2014-06-26,
314884,01W,150061,2014-02-20,
314889,01W,150072,2014-06-25,
314947,01W,150270,2013-02-25,
314955,01W,150194,2017-03-23,
314957,01W,115114,2013-07-16,2022-04-03
314962,01W,150376,2019-06-24,2021-12-19
314962,01W,153256,2017-09-25,2022-09-15
314982,01W,115114,2013-07-16,2022-04-03
314984,01W,150355,2014-10-14,2020-12-09
315001,01W,150061,2023-03-20,
315001,01W,150061,2013-03-18,2021-03-21
315002,01W,150072,2014-08-25,
315055,01W,150194,2020-04-09,
315056,01W,150194,2014-09-30,2025-01-30
315057,01W,150194,2013-04-30,
315058,01W,150077,2014-04-16,2022-04-03
315087,01W,150194,2014-09-30,
315101,01W,150194,2013-04-30,
315108,01W,150196,2017-09-18,2021-05-27
315108,01W,150039,2014-09-01,2021-05-27
315108,01W,150196,2013-09-04,2014-08-29
315114,01W,150194,2013-04-30,
315121,01W,150194,2013-04-01,
315121,01W,160136,2013-04-01,
315123,01W,150072,2014-06-25,
315124,01W,150061,2014-03-24,2018-10-17
315156,01W,150194,2014-05-30,2025-01-30
315202,01W,150072,2016-03-01,
315215,01W,150061,2025-03-24,
315216,01W,150072,2018-07-12,
315219,01W,150072,2019-08-09,
315224,01W,150022,2016-04-04,
315226,01W,151337,2013-10-01,
315230,01W,150086,2014-01-06,
315232,01W,150086,2015-05-04,2017-10-22
315244,01W,150021,2014-06-23,
315258,01W,150021,2014-06-24,2025-06-17
315259,01W,150021,2014-06-23,2016-09-16
315259,01W,150021,2017-09-18,2020-06-14
315339,01W,150061,2013-09-23,
315358,01W,150376,2022-06-20,2025-07-01
315360,01W,150061,2019-03-18,2021-03-21
315360,01W,150061,2014-03-24,2018-03-18
315365,01W,150034,2014-07-01,
315394,02W,150339,2016-09-05,2018-12-06
315423,01W,150022,2014-10-01,
315458,01W,153432,2025-01-13,
315468,01W,150270,2013-06-06,2013-06-24
315468,01W,150270,2013-09-23,2014-09-30
315468,01W,150270,2014-12-22,
315487,01W,150007,2013-06-10,2016-12-19
315488,01W,150061,2013-09-23,2022-06-13
315494,01W,150194,2015-12-16,
315496,01W,115114,2013-06-14,2022-04-03
315527,01W,150022,2013-07-02,
315541,01W,150007,2014-05-01,
315541,01W,150378,2013-07-09,
315541,01W,153256,2014-10-23,2019-09-03
315541,01W,150376,2013-07-08,2020-06-21
315541,01W,150356,2014-06-23,
315566,01W,150376,2014-09-22,2018-06-15
315566,01W,150152,2014-03-24,2019-03-18
315566,01W,150928,2016-05-02,2017-05-01
315566,01W,150378,2014-09-22,
315577,01W,150061,2013-09-23,2020-06-21
315578,01W,115114,2014-10-16,2022-04-03
315579,01W,115114,2013-07-16,2022-04-03
315580,01W,115114,2013-06-27,2014-06-19
315580,01W,150077,2014-06-20,
315582,01W,153256,2022-09-19,2024-12-19
315591,01W,150376,2016-06-07,2018-09-23
315612,01W,150270,2013-07-12,
315629,01W,150072,2014-06-03,2018-11-07
315629,01W,150072,2019-01-09,
315648,01W,150194,2013-08-30,
315661,01W,150270,2013-07-12,
315678,01W,150021,2015-03-23,2015-06-19
315678,01W,150021,2020-09-21,
315682,01W,150095,2015-09-21,
315682,01W,150007,2014-05-01,
315682,01W,150376,2014-12-22,
315682,01W,150356,2014-10-23,
315682,01W,153256,2014-10-23,2015-09-18
315682,01W,150940,2020-09-21,2023-09-17
315682,01W,150378,2014-12-22,
315703,01W,150355,2020-06-15,
315784,01W,150355,2023-01-31,
315792,01W,150061,2020-06-22,2021-02-08
315792,01W,150061,2021-02-18,2022-03-20
315792,01W,150061,2023-03-20,2025-03-23
315816,01W,150061,2013-09-23,
315842,01W,150012,2015-10-01,
315848,01W,150376,2025-01-17,
315856,01W,150194,2014-09-19,
315882,01W,150061,2014-03-24,
315885,01W,151312,2017-09-19,2023-12-14
315885,02W,150061,2019-03-18,2022-03-20
315885,02W,150061,2023-03-20,2024-03-17
315948,01W,151312,2013-10-21,2022-04-28
315948,02W,150061,2014-03-24,2022-04-28
315950,01W,150270,2013-08-26,2016-05-27
315994,01W,150194,2015-04-17,2021-06-06
316000,01W,150270,2013-09-05,
316086,01W,150072,2014-07-04,
316100,03W,150051,2025-06-09,
316202,01W,150194,2013-10-31,
316202,01W,160136,2013-10-31,
316203,01W,150194,2018-06-18,
316203,01W,150077,2013-10-31,2018-06-17
316227,01W,150033,2015-06-22,2023-12-17
316234,01W,150267,2014-09-29,2014-12-18
316240,01W,115114,2013-11-29,2014-11-24
316240,01W,150077,2014-11-25,2016-12-11
316240,01W,150194,2017-03-23,
316251,01W,150007,2014-05-01,
316264,01W,150376,2014-03-24,2025-05-21
316275,01W,150022,2014-02-03,
316276,01W,150061,2014-03-24,
316277,01W,150007,2014-05-01,2016-04-04
316289,01W,150072,2021-05-11,
316292,01W,150061,2014-03-24,
316306,01W,150061,2014-03-24,2015-10-18
316333,01W,115114,2014-09-30,2018-09-24
316333,01W,150077,2018-09-25,2019-03-20
316333,01W,150194,2019-03-20,2024-01-24
316372,01W,150021,2014-03-25,2018-12-04
316389,04W,150061,2019-09-23,2022-07-06
316390,01W,150072,2014-01-02,
316409,01W,150339,2015-06-08,2016-09-02
316418,01W,150270,2013-12-23,
316422,01W,150021,2014-09-22,2017-07-23
316424,01W,150376,2022-12-19,
316424,01W,150280,2013-12-23,
316424,01W,150376,2016-12-19,2021-09-19
316426,01W,150355,2015-06-12,
316427,01W,150270,2014-06-23,
316466,01W,150171,2014-03-24,2017-10-10
316466,01W,150376,2015-01-14,2017-10-08
316466,01W,150378,2015-01-14,2017-10-10
316466,01W,150021,2014-03-25,2017-10-10
316466,01W,150928,2014-11-03,2016-04-29
316577,01W,150376,2014-11-12,2019-11-03
316585,01W,150072,2014-05-06,2015-01-05
316600,01W,115114,2013-12-30,2022-04-03
316601,01W,150194,2014-12-15,
316602,01W,150194,2016-02-23,
316613,01W,150061,2014-03-24,2023-03-19
316664,01W,150194,2018-06-27,
316677,01W,150171,2014-03-24,2015-06-19
316677,01W,150171,2017-03-20,2020-12-20
316677,01W,150021,2014-03-24,2021-07-18
316694,01W,150354,2014-03-24,
316699,01W,150072,2014-01-02,
316726,01W,150267,2014-06-20,2018-06-14
316726,01W,150267,2019-12-23,2021-03-29
316726,01W,150267,2024-03-21,
316729,01W,150051,2021-06-07,
316729,01W,150339,2022-03-07,2024-06-09
