gvkey,gsector,ggroup,gind,gsubind
002169,35,3510,351020,35102010
002170,15,1510,151040,15104050
002171,,,,
002172,,,,
002173,25,2550,255010,25501010
002174,25,2520,252010,25201020
002175,55,5510,551020,55102010
002176,40,4020,402010,40201030
002177,,,,
002178,,,,
022231,10,1010,101020,10102020
002179,,,,
002180,10,1010,101010,10101020
002181,,,,
002182,25,2520,252030,25203030
002183,55,5510,551010,55101010
002184,25,2550,255040,25504020
002185,25,2550,255030,25503020
002186,20,2010,201020,20102010
002187,,,,
002188,20,2010,201060,20106020
002189,15,1510,151040,15104050
002190,15,1510,151010,15101050
002191,,,,
002192,,,,
002193,35,3510,351020,35102020
002194,15,1510,151040,15104050
002195,,,,
002196,25,2520,252030,25203030
002197,20,2020,202010,20201060
002198,,,,
002199,,,,
002200,25,2520,252020,25202020
002201,30,3010,301010,30101010
002202,30,3010,301010,30101030
002203,,,,
002204,10,1010,101020,10102020
002205,20,2030,203020,20302010
002206,,,,
002207,15,1510,151010,15101020
002208,30,3010,301010,30101030
002209,10,1010,101020,10102020
002210,,,,
002211,,,,
002212,,,,
002213,35,3510,351020,35102010
002214,25,2520,252020,25202010
002215,20,2010,201060,20106020
002216,,,,
002217,35,3520,352010,35201010
002218,,,,
002219,35,3510,351010,35101010
002220,35,3520,352030,35203010
002221,20,2020,202010,20201030
002222,35,3520,352010,35201010
002223,,,,
002224,35,3510,351010,35101010
002225,35,3520,352020,35202010
002226,35,3520,352010,35201010
002227,35,3510,351010,35101010
002228,,,,
002229,,,,
002230,35,3510,351010,35101010
002231,30,3020,302020,30202030
002232,,,,
002233,,,,
002234,,,,
002235,35,3510,351010,35101010
002236,35,3510,351010,35101010
002237,20,2020,202020,20202020
002238,25,2530,253010,25301030
002239,20,2010,201020,20102010
002240,35,3510,351010,35101010
002241,20,2010,201060,20106020
002242,45,4520,452010,45201020
002243,20,2010,201030,20103010
002244,35,3520,352010,35201010
002245,35,3510,351010,35101010
002246,35,3510,351010,35101010
002247,35,3510,351010,35101010
002248,35,3510,351010,35101010
002249,30,3020,302020,30202010
002250,45,4520,452030,45203010
002251,35,3520,352030,35203010
002252,35,3510,351010,35101010
002253,45,4510,451030,45103020
002254,,,,
002255,25,2520,252010,25201040
002256,25,2530,253010,25301040
002257,10,1010,101020,10102020
002258,50,5010,501010,50101010
002259,55,5510,551030,55103010
002260,20,2010,201030,20103010
002261,10,1010,101020,10102020
002262,55,5510,551010,55101010
002263,25,2540,254010,25401010
002264,25,2510,251010,25101020
002265,15,1510,151010,15101010
002266,,,,
002267,35,3510,351010,35101020
002268,,,,
002269,25,2530,253020,25302020
002270,10,1010,101010,10101010
002271,20,2010,201060,20106020
002272,,,,
002273,,,,
002274,,,,
002275,30,3020,302020,30202020
002276,10,1010,101020,10102020
002277,60,6020,602010,60201020
002278,,,,
002279,20,2010,201070,20107010
002280,,,,
002281,40,4010,401010,40101010
002282,30,3020,302020,30202030
002283,20,2010,201060,20106010
002284,,,,
002285,20,2010,201010,20101010
002286,10,1010,101020,10102020
002287,20,2010,201040,20104020
002288,,,,
002289,15,1510,151050,15105010
002290,25,2550,255040,25504040
002291,,,,
002292,20,2010,201040,20104010
002293,35,3520,352020,35202010
002294,45,4520,452010,45201010
002295,10,1010,101010,10101020
002296,,,,
002297,,,,
002298,,,,
002299,35,3510,351010,35101010
002300,,,,
002301,,,,
002302,45,4510,451010,45101010
002303,15,1510,151050,15105020
002304,10,1010,101010,10101010
002305,10,1010,101020,10102020
002306,,,,
002307,25,2550,255020,25502020
002308,45,4510,451030,45103010
002309,45,4520,452030,45203010
002310,20,2010,201020,20102010
002311,,,,
002312,20,2020,202020,20202010
002313,,,,
002314,,,,
002315,10,1010,101020,10102020
002316,15,1510,151010,15101020
002321,40,4020,402010,40201010
002322,20,2020,202010,20201030
002323,30,3010,301010,30101030
002324,,,,
002325,,,,
002326,,,,
002327,20,2010,201060,20106020
002328,55,5510,551030,55103010
025637,15,1510,151010,15101050
002329,55,5510,551020,55102010
002330,,,,
002331,,,,
002332,30,3020,302010,30201010
002333,,,,
002334,35,3510,351010,35101010
002335,,,,
002336,10,1010,101020,10102020
002337,15,1510,151050,15105020
002338,15,1510,151030,15103010
002339,,,,
002340,20,2010,201020,20102010
002341,,,,
002342,25,2530,253010,25301030
002343,25,2510,251010,25101010
002344,20,2020,202010,20201020
002345,45,4530,453010,45301020
002346,20,2020,202010,20201010
002347,35,3510,351010,35101020
002348,30,3010,301010,30101020
002349,10,1010,101020,10102020
002350,,,,
002351,40,4040,404010,40401010
002352,20,2020,202010,20201010
002353,,,,
002354,20,2020,202010,20201030
002355,,,,
002356,25,2550,255010,25501010
002357,40,4020,402010,40201020
002358,,,,
002359,40,4040,404010,40401020
002360,40,4010,401010,40101010
002361,20,2030,203040,20304020
002362,20,2010,201030,20103010
002363,,,,
002364,25,2530,253010,25301010
002365,20,2030,203020,20302010
002366,20,2030,203020,20302010
002367,20,2030,203020,20302010
002368,,,,
002369,40,4020,402030,40203010
002370,,,,
002371,,,,
002372,25,2510,251010,25101010
002373,,,,
002374,,,,
002375,20,2010,201060,20106020
002376,20,2020,202010,20201030
002377,,,,
002378,20,2010,201070,20107010
002379,25,2520,252010,25201030
002380,35,3510,351020,35102010
002381,60,6020,602010,60201020
002382,,,,
002383,,,,
002384,20,2010,201060,20106020
002385,,,,
002386,,,,
002387,,,,
002388,45,4520,452010,45201010
002389,,,,
002390,30,3020,302020,30202030
002391,,,,
002392,,,,
002393,20,2010,201060,20106020
002394,,,,
002395,,,,
002396,30,3020,302010,30201020
002397,15,1510,151040,15104020
002398,,,,
002399,,,,
002400,15,1510,151040,15104020
002401,,,,
002402,45,4520,452030,45203010
002403,35,3520,352020,35202010
002404,,,,
002405,,,,
002406,15,1510,151050,15105020
002407,,,,
002408,50,5010,501010,50101020
002409,40,4040,404010,40401020
002410,10,1010,101020,10102010
002411,50,5010,501010,50101020
002412,45,4520,452040,45204010
002413,45,4520,452020,45202020
002415,,,,
002416,10,1010,101020,10102020
002417,25,2530,253010,25301020
002418,15,1510,151030,15103010
002419,10,1010,101020,10102020
002420,,,,
002421,,,,
002422,10,1010,101020,10102020
002423,,,,
002424,55,5510,551020,55102010
002425,,,,
002426,,,,
002427,40,4040,404010,40401020
002428,,,,
002429,,,,
002430,,,,
002431,,,,
002432,40,4020,402010,40201020
002433,20,2010,201060,20106020
002434,,,,
002435,30,3020,302010,30201020
002436,25,2550,255040,25504010
002437,10,1010,101020,10102020
002438,,,,
143240,40,4010,401020,40102010
002439,20,2020,202010,20201050
002440,,,,
002441,25,2520,252030,25203010
002442,,,,
002443,30,3010,301010,30101030
002444,25,2520,252020,25202010
002445,15,1510,151040,15104020
002446,45,4520,452030,45203010
002447,15,1510,151040,15104030
002448,15,1510,151040,15104020
002449,15,1510,151040,15104050
002450,20,2010,201040,20104010
002451,,,,
002452,20,2010,201020,20102010
002453,,,,
002454,20,2020,202010,20201010
002455,,,,
002456,,,,
002457,20,2010,201060,20106020
002458,,,,
002459,,,,
002460,,,,
002461,25,2530,253010,25301040
002462,,,,
002463,,,,
002464,20,2030,203040,20304020
002465,,,,
002466,,,,
002467,40,4020,402030,40203010
002468,20,2020,202010,20201030
002469,25,2550,255010,25501010
002470,,,,
002471,15,1510,151040,15104050
002472,25,2550,255040,25504040
002473,,,,
002474,,,,
002475,45,4520,452010,45201020
002476,,,,
002477,,,,
002478,,,,
002479,,,,
002480,,,,
002481,,,,
002482,45,4520,452010,45201020
002485,25,2510,251020,25102010
002489,25,2520,252030,25203030
002490,20,2030,203040,20304010
002491,45,4520,452030,45203010
002492,40,4040,404010,40401020
002493,20,2030,203040,20304020
002494,25,2520,252010,25201040
002495,,,,
002496,,,,
002497,20,2010,201030,20103010
002498,45,4520,452050,45205020
002499,,,,
002500,,,,
002501,25,2550,255010,25501010
002502,25,2520,252010,25201020
002503,,,,
002504,45,4510,451020,45102010
002505,15,1510,151010,15101030
002506,45,4520,452050,45205020
002507,10,1010,101020,10102020
002508,25,2520,252010,25201020
002509,,,,
002510,,,,
002511,,,,
002512,,,,
002513,20,2010,201030,20103010
002514,40,4030,403010,40301020
002515,25,2550,255040,25504020
002516,25,2530,253010,25301010
002517,20,2020,202010,20201060
002518,20,2010,201030,20103010
002519,20,2010,201010,20101010
002520,45,4510,451030,45103010
002521,20,2010,201060,20106020
002522,,,,
002523,45,4520,452040,45204010
002524,,,,
002525,25,2550,255040,25504010
002526,20,2010,201010,20101010
002527,20,2020,202010,20201030
002528,,,,
002529,25,2540,254010,25401020
002530,,,,
002531,,,,
002532,,,,
002533,50,5010,501010,50101020
002534,25,2540,254010,25401030
002535,20,2010,201040,20104010
002536,45,4510,451030,45103010
002537,45,4520,452010,45201020
002538,20,2020,202020,20202010
002539,,,,
002540,35,3510,351010,35101010
002541,15,1510,151040,15104050
002542,,,,
002543,,,,
002544,45,4520,452030,45203010
002545,,,,
002546,,,,
002547,35,3510,351020,35102015
002548,15,1510,151010,15101010
002549,40,4020,402010,40201020
002550,20,2030,203040,20304020
002551,45,4520,452020,45202010
002552,20,2020,202010,20201030
112111,60,6020,602010,60201040
002553,20,2010,201060,20106020
002554,25,2550,255040,25504040
002555,25,2530,253020,25302020
002556,25,2520,252010,25201050
002557,25,2520,252020,25202020
002558,40,4030,403010,40301040
002559,20,2030,203040,20304010
002560,25,2550,255020,25502020
002561,15,1510,151010,15101050
002562,30,3020,302020,30202030
002563,,,,
002564,55,5510,551010,55101010
002565,,,,
002566,25,2520,252010,25201030
002567,,,,
002568,40,4020,402010,40201020
002569,55,5510,551010,55101010
002570,,,,
002571,25,2540,254010,25401010
002572,20,2010,201060,20106020
002573,45,4510,451020,45102010
002574,20,2030,203040,20304010
002575,20,2020,202010,20201030
002576,25,2540,254010,25401030
002577,45,4520,452030,45203020
002578,45,4510,451030,45103020
002579,20,2010,201020,20102010
002580,35,3510,351020,35102020
002581,45,4530,453010,45301010
002582,,,,
002583,,,,
002584,,,,
002585,,,,
002586,25,2540,254010,25401010
002587,,,,
002588,,,,
002589,35,3510,351010,35101010
002590,25,2550,255010,25501010
002591,20,2020,202010,20201030
002592,,,,
002593,15,1510,151010,15101010
143261,35,3520,352020,35202010
002594,,,,
002595,25,2550,255040,25504010
002596,20,2020,202020,20202020
002597,30,3020,302020,30202030
002598,20,2010,201010,20101010
002599,45,4510,451030,45103020
002600,,,,
002601,,,,
002602,25,2540,254010,25401040
002603,,,,
002604,25,2530,253010,25301010
002605,25,2530,253010,25301010
002606,30,3020,302020,30202030
002607,,,,
002608,30,3020,302020,30202020
002609,,,,
002610,,,,
002611,,,,
002612,40,4010,401010,40101010
002613,,,,
002614,20,2020,202010,20201030
002615,45,4520,452010,45201020
002616,35,3520,352010,35201010
002617,,,,
002618,15,1510,151050,15105010
002620,40,4010,401010,40101015
002621,,,,
002622,25,2530,253010,25301010
002623,25,2520,252010,25201030
002624,,,,
002625,45,4520,452010,45201020
002626,30,3020,302020,30202030
002627,40,4040,404010,40401010
002628,55,5510,551040,55104010
002629,,,,
002630,25,2510,251010,25101020
002631,10,1010,101020,10102020
002632,20,2010,201020,20102010
002633,15,1510,151020,15102010
002634,20,2010,201020,20102010
002635,25,2530,253010,25301040
002636,25,2520,252010,25201030
002637,15,1510,151040,15104020
002638,,,,
002639,10,1010,101020,10102030
002640,,,,
002641,,,,
002642,10,1010,101020,10102020
002643,10,1010,101020,10102030
002644,45,4520,452020,45202020
002645,45,4520,452030,45203010
002646,35,3520,352010,35201010
002647,55,5510,551010,55101010
002648,35,3510,351010,35101020
002649,10,1010,101020,10102020
002650,10,1010,101010,10101020
002651,,,,
002652,,,,
002653,10,1010,101010,10101020
002654,,,,
002655,,,,
002656,,,,
002657,40,4040,404010,40401020
002658,,,,
002659,,,,
002660,20,2010,201020,20102010
002661,15,1510,151040,15104030
002662,15,1510,151040,15104020
002663,30,3020,302020,30202030
002664,,,,
002665,40,4040,404010,40401020
002666,,,,
002667,,,,
002668,25,2540,254010,25401030
002669,15,1510,151020,15102010
002670,,,,
002671,25,2530,253010,25301030
002672,,,,
002673,,,,
002674,30,3020,302020,30202010
002675,30,3020,302020,30202030
002676,,,,
002677,10,1010,101020,10102020
002678,,,,
002679,15,1510,151040,15104020
002680,15,1510,151040,15104040
002681,,,,
002682,,,,
002683,25,2550,255040,25504030
002684,,,,
002685,,,,
002686,20,2010,201030,20103010
002687,20,2010,201040,20104010
002688,,,,
002689,,,,
002690,,,,
002691,,,,
002692,,,,
002693,,,,
002694,20,2010,201010,20101010
002695,,,,
002696,20,2030,203040,20304010
002697,10,1010,101020,10102020
002698,20,2030,203040,20304010
002699,,,,
002700,,,,
002701,,,,
002702,,,,
002703,25,2550,255030,25503030
002704,,,,
002705,,,,
002706,15,1510,151040,15104050
002707,55,5510,551010,55101010
002708,,,,
002709,25,2540,254010,25401030
002710,30,3020,302010,30201020
002711,25,2520,252020,25202010
002712,30,3020,302020,30202030
002713,,,,
002714,,,,
002715,,,,
002716,,,,
002717,25,2540,254010,25401030
002718,,,,
002719,,,,
002720,,,,
002721,45,4520,452020,45202030
002722,20,2010,201040,20104010
002723,15,1510,151040,15104050
002724,,,,
002725,,,,
002726,,,,
002727,10,1010,101020,10102020
002728,,,,
002729,25,2540,254010,25401020
002730,20,2020,202010,20201030
002731,40,4020,402020,40202010
002732,25,2550,255010,25501010
002733,40,4040,404010,40401020
002734,40,4020,402010,40201010
002735,60,6020,602010,60201020
002736,20,2030,203020,20302010
002737,,,,
002738,,,,
002739,,,,
002740,25,2530,253010,25301040
002741,,,,
002742,25,2530,253010,25301040
002743,,,,
002744,,,,
002745,,,,
002746,,,,
002747,20,2020,202010,20201030
002748,25,2540,254010,25401020
002749,20,2010,201020,20102010
002750,,,,
002751,35,3510,351020,35102010
002752,,,,
002753,35,3510,351010,35101010
002754,35,3510,351020,35102020
002755,35,3510,351010,35101010
002756,25,2550,255010,25501010
002757,,,,
002758,35,3510,351020,35102020
002759,35,3510,351020,35102020
002760,,,,
002761,35,3510,351020,35102020
002762,,,,
002763,20,2020,202010,20201030
002764,25,2550,255020,25502010
002765,,,,
002766,,,,
002767,,,,
002768,,,,
002769,10,1010,101020,10102020
002770,30,3020,302010,30201010
002771,20,2010,201020,20102010
002772,25,2520,252010,25201030
002773,30,3030,303020,30302010
002774,10,1010,101020,10102020
002775,,,,
002776,,,,
002777,15,1510,151040,15104020
002778,,,,
002779,40,4040,404010,40401020
002780,,,,
002781,20,2030,203040,20304020
002782,,,,
002783,55,5510,551010,55101010
002784,50,5010,501010,50101020
002785,25,2520,252010,25201050
002786,,,,
002787,15,1510,151040,15104050
002788,25,2520,252030,25203030
002789,,,,
002790,,,,
002791,25,2530,253010,25301040
002792,25,2550,255030,25503010
002793,,,,
002794,20,2010,201060,20106010
002795,40,4020,402010,40201010
002796,25,2550,255030,25503010
002797,30,3030,303020,30302010
002798,25,2520,252030,25203010
002799,,,,
002800,25,2520,252010,25201010
002801,25,2520,252010,25201050
002802,20,2010,201060,20106010
002803,55,5510,551020,55102010
002804,,,,
002805,20,2010,201060,20106010
002806,,,,
002807,30,3010,301010,30101030
002808,,,,
002809,,,,
002810,25,2550,255010,25501010
002811,20,2010,201070,20107010
002812,30,3020,302020,30202030
002813,,,,
002814,25,2550,255040,25504040
002815,,,,
002816,55,5510,551010,55101010
002817,20,2010,201060,20106010
002818,25,2550,255040,25504010
002819,,,,
002820,25,2520,252010,25201030
002821,30,3010,301010,30101030
002822,,,,
002823,10,1010,101020,10102030
002824,20,2010,201020,20102010
002825,,,,
002826,15,1510,151010,15101010
002827,15,1510,151010,15101010
002828,,,,
002829,45,4520,452030,45203020
002830,,,,
002831,20,2010,201040,20104010
112112,40,4010,401010,40101015
002832,35,3520,352010,35201010
002833,25,2540,254010,25401020
002834,,,,
002835,,,,
002836,40,4020,402010,40201010
002837,10,1010,101020,10102020
002838,35,3510,351010,35101010
002839,50,5010,501010,50101020
002840,40,4040,404010,40401020
002841,,,,
002842,25,2530,253010,25301010
002843,,,,
002844,40,4010,401010,40101010
002845,25,2520,252010,25201030
002846,35,3520,352010,35201010
002847,55,5510,551010,55101010
002848,40,4010,401010,40101010
002849,40,4010,401010,40101015
002850,40,4010,401010,40101010
002851,50,5020,502030,50203010
002852,10,1010,101020,10102020
002853,45,4520,452010,45201020
002854,40,4010,401010,40101010
002855,20,2030,203040,20304020
002856,55,5510,551030,55103010
002857,55,5510,551010,55101010
002858,55,5510,551010,55101010
002859,55,5510,551010,55101010
002860,55,5510,551010,55101010
002861,40,4040,404010,40401010
002862,55,5510,551010,55101010
002863,,,,
002864,30,3020,302020,30202030
002865,20,2010,201070,20107010
002866,50,5010,501010,50101020
002867,50,5010,501010,50101020
002868,50,5010,501010,50101020
002869,50,5010,501010,50101020
002870,55,5510,551010,55101010
002871,40,4010,401010,40101010
002872,25,2520,252010,25201050
002873,,,,
002874,25,2550,255010,25501010
002875,40,4020,402010,40201010
002877,40,4020,402010,40201020
002878,,,,
002879,15,1510,151040,15104020
002880,,,,
002881,25,2550,255010,25501010
002882,,,,
002883,40,4040,404020,40402050
002884,50,5010,501010,50101010
002885,,,,
002886,40,4040,404010,40401010
002887,,,,
002888,20,2010,201010,20101010
002889,20,2010,201030,20103010
002890,45,4520,452050,45205020
002891,45,4520,452050,45205010
002892,,,,
002893,20,2010,201020,20102010
002894,40,4030,403010,40301010
002895,,,,
002896,10,1010,101020,10102020
002897,35,3520,352010,35201010
002898,20,2010,201010,20101010
002899,25,2520,252010,25201010
002900,,,,
002901,35,3520,352010,35201010
002902,25,2540,254010,25401020
002903,35,3510,351010,35101010
002904,,,,
002905,20,2010,201010,20101010
002906,,,,
002907,,,,
002908,45,4520,452010,45201020
002909,30,3020,302010,30201020
002910,,,,
002911,30,3010,301010,30101020
002916,25,2520,252010,25201030
002917,15,1510,151050,15105020
